NCR ID,Entity Name,Regional Compliance Enforcement Authority,BA,DP,GO Category 1,GO Category 2,GOP Category 1,GOP Category 2,PCPA,RC,RP,RSG,TO,TOP,TP,TSP,DPUF,FRSG,RRSG
NCR12042,"Bitter Ridge Wind Farm, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13509,Bloom Energy Corporation,RF,,,,,,GOP-2,,,,,,,,,,,
NCR12055,Blooming Grove Wind Energy Center LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13515,"Bluegrass Solar, LLC (1)",RF,,,,GO-2,,,,,,,,,,,,,
NCR13516,"Bluegrass Solar, LLC (2)",RF,,,,GO-2,,,,,,,,,,,,,
NCR11647,Brookfield Power US Asset Management LLC,RF,,,,,GOP-1,,,,,,,,,,,,
NCR00700,"Buckeye Power, Inc.",RF,,,GO-1,,,,,,,,,,,,,,
NCR12209,Burlington Generating Station,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11225,"Butler Rural Electric Cooperative, Inc.",RF,,DP,,,,,,,,,,,,,,,
NCR13492,Caden Energix Axton LLC,RF,,,,GO-2,,,,,,,,,,,,,
NCR13385,Cadence Solar Energy LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12288,Calhoun Solar Energy LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00006,Calpine Corporation,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13460,"Cambria Wind, LLC",RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR00838,"Camden Plant Holdings, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00214,"Camp Grove Wind Farm, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11786,"Carroll County Energy, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12420,"Chalk Point Power, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11820,"Chambersburg Energy, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10316,"CHI Power, Inc.",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00712,"City of Cleveland, Dept. of Public Utilities, Division of Cleveland Public Power",RF,,DP,,,,,,,,,TO,,,,,,
NCR02000,"City of Columbus, Ohio, Department of Public Utilities, Division of Water And Power",RF,,DP,,,,,,,,,,,,,,,
NCR00713,City of Dover,RF,,DP,,,,,,,,,,,,,,,
NCR00716,City of Greenfield,RF,,DP,,,,,,,,,,,,,,,
NCR00718,City of Lansing by its Board of Water and Light,RF,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR00721,City of Rochelle,RF,,DP,,,,,,,,,,,,,,,
NCR00722,City of Vineland New Jersey,RF,,,,,,,,,,,,,,,DP-UFLS,,
NCR06019,City of Westerville Electric Division,RF,,DP,,,,,,,,,,,,,,,
NCR13333,"Clean Energy Future - Trumbull, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR11869,"Clean Energy Future-Lordstown, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12566,"Clean Energy Services CES, LLC",RF,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR11785,Clearlight Energy (America) LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11926,Clearway Renewable Operation & Maintenance LLC,RF,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR13458,"Clinton Solar, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR00724,Cloverland Electric Cooperative,RF,,,,,,,,,,,,,,,DP-UFLS,,
NCR00727,"CMS Generation Michigan Power, L. L. C.",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR08012,Coldwater Board of Public Utilities,RF,,DP,,,,,,,,,,,,,,,
NCR13258,"Coldwater River Solar, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR11335,"Colver Green Energy, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10229,"Commonwealth Chesapeake Company, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR08013,Commonwealth Edison Company,RF,,DP,,,,,,,,,TO,,,,,,
NCR00778,"Constellation Energy Generation, LLC - Constellation Nuclear",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR04057,"Constellation Energy Generation, LLC - Constellation Power",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11216,Constellation Maryland Peaker Fleet,RF,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR00740,Consumers Energy Company,RF,BA,DP,GO-1,,GOP-1,,,,RP,,,,,,,,
NCR00742,"Cordova Energy Company, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13489,"Cottontail Solar 1, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13488,"Cottontail Solar 2, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13486,"Cottontail Solar 4, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13484,"Cottontail Solar 5, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13487,"Cottontail Solar 6, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13485,"Cottontail Solar 8, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13272,"CPV Backbone Solar, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11952,"CPV Fairview, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12421,"CPV Maple Hill Solar, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11706,"CPV Maryland, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11585,"CPV Shore, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12332,"CPV Three Rivers, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10209,"Crete Energy Venture, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13392,"Crossroads Solar, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR08014,Cuyahoga Falls Electric System,RF,,DP,,,,,,,,,,,,,,,
NCR13218,Dairyland Power Cooperative - Elgin,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13447,Dairyland Power Cooperative - Elwood,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13219,Dairyland Power Cooperative - Rocky Road,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13115,Darby Power LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00751,"Dearborn Industrial Generation, L. L. C.",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11173,Delaware City Refining Company LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12069,"Delaware Municipal Electric Corporation, Inc.",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00752,Delmarva Power & Light Company,RF,,DP,,,,,,,,,TO,,,,,,
NCR12422,"Dickerson Power, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13124,"Dodson Creek Solar, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11878,"Dominion Energy Generation Marketing, Inc.",RF,,,,,GOP-1,,,,,,,,,,,,
NCR13435,Dominion IBR-3,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13105,Dominion IBR-4,RF,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR00753,DTE Electric Company,RF,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,,,,,,,
NCR12192,"DTE Sustainable Generation Holdings, LLC",RF,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR00761,Duke Energy Corporation,RF,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,TO,TOP,TP,,,,
NCR12333,Dunn's Bridge I Solar Generation LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00762,Duquesne Light Company,RF,,DP,,,,,,,,,TO,,,,,,
NCR11228,"Eagle Point Power Generation, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00768,Easton Utilities Commission,RF,,,,,,,,,,,,,,,DP-UFLS,,
NCR08051,Ebensburg Power Company,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10305,EcoGrove Wind LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11441,EDF Renewable Service,RF,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR11662,EDP Renewables North America LLC,RF,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR13386,"Egypt Road Solar, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13448,"Elkhart County Solar Project, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR13093,ENGIE Solidago Solar LLC,RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR00212,"Essential Power OPP, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00251,"Essential Power Rock Springs, LLC",RF,,,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR12410,Ethos Energy Performance Center,RF,,,,,GOP-1,,,,,,,,,,,,
NCR13182,"Fayette Solar, LLC",RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11315,"FirstEnergy Utilities as agent for American Transmission Systems, Incorporated; The Cleveland Electric Illuminating Company; FirstEnergy Pennsylvania Electric Company; Jersey Central Power & Light Company; Keystone Appalachian Transmission Company; Mid-Atlantic Interstate Transmission; Monongahela Power Company; Ohio Edison Company; The Potomac Edison Company; The Toledo Edison Company; and Trans-Allegheny Interstate Line Company",RF,,DP,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR00376,Forked River Power LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR03040,Fowler Ridge II Wind Farm LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10308,Fowler Ridge III Wind Farm LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10307,Fowler Ridge Wind Farm LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12423,Fox Squirrel Solar LLC,RF,,,GO-1,,,,,,,,,,,,,,
NCR13028,"Foxglove Solar Project, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR11821,"Gans Energy, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11945,Garrison Energy Center LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13098,"Gavin Power, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13420,"Genesee Solar Energy, LLC",RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11871,"GenOn Mid-Atlantic, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11747,GEV - Linden VFT,RF,,,,,,,,,,,TO,,,,,,
NCR11696,GEV - Marcus Hook,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11029,Grand Ridge Energy II LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11030,Grand Ridge Energy III LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11031,Grand Ridge Energy IV LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10306,Grand Ridge Energy LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11235,Gratiot County Wind LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11958,GRAYS FERRY COGENERATION PARTNERSHIP,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13350,"Great Bend Solar, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR11971,"Green River Wind Farm Phase 1, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12298,Guernsey Power Station,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12274,Hallador Energy,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11611,"Hamilton Liberty, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11654,"Hamilton Patriot, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12545,Hardin Solar Energy II LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13012,Hardin Solar Energy III LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13502,Hazle Spindle LLC,RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12559,"Hecate Energy Highland, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR11749,Helix Ironwood LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12393,Heritage  Mountain,RF,,,GO-1,,,,,,,,,,,,,,
NCR12395,Heritage  Portland,RF,,,GO-1,,,,,,,,,,,,,,
NCR12396,Heritage  Sayreville,RF,,,GO-1,,,,,,,,,,,,,,
NCR12397,Heritage  Shawville,RF,,,GO-1,,,,,,,,,,,,,,
NCR12398,Heritage  Titus,RF,,,GO-1,,,,,,,,,,,,,,
NCR12399,Heritage  Tolna,RF,,,GO-1,,,,,,,,,,,,,,
NCR12390,Heritage Brunot Island,RF,,,GO-1,,,,,,,,,,,,,,
NCR12391,Heritage Gilbert,RF,,,GO-1,,,,,,,,,,,,,,
NCR12392,Heritage Hunterstown,RF,,,GO-1,,,,,,,,,,,,,,
NCR12394,Heritage New Castle,RF,,,GO-1,,,,,,,,,,,,,,
NCR11141,Heritage Single Units,RF,,,GO-1,,,,,,,,,,,,,,
NCR11969,"Hickory Run Energy, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR12384,High Point Solar LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12285,"Highland North, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12133,"Hill Top Energy, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR12108,"Hillcrest Solar I, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR12528,Honeysuckle Solar LLC,RF,,,GO-1,,,,,,,,,,,,,,
NCR00794,"Hoosier Energy REC, Inc.",RF,BA,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR12436,"Horus West Virginia 1,LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR11366,"Hudson Transmission Partners, LLC",RF,,,,,,,,,,,TO,,,,,,
NCR11840,"Hummel Station, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11859,Hunterstown Combined Cycle Generating Station,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13446,"IN Solar 1, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR12257,"Indeck Niles, LLC.",RF,,,GO-1,,,,,,,,,,,,,,
NCR00796,Indiana Municipal Power Agency,RF,,,GO-1,,GOP-1,,,,RP,,,,,,,,
NCR00798,Indianapolis Power & Light Company d/b/a AES Indiana,RF,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,TO,TOP,TP,,,,
NCR11513,Invenergy Nelson LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12448,Invenergy Services-Assembly,RF,,,,,GOP-1,,,,,,,,,,,,
NCR13083,Invenergy Services-Bartonsville,RF,,,,,GOP-1,,,,,,,,,,,,
NCR13073,Invenergy Services-Fairbanks,RF,,,,,GOP-1,,,,,,,,,,,,
NCR13116,Invenergy Services-Gibson Solar,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12329,Invenergy Services-Meadow Lake,RF,,,,,GOP-1,,,,,,,,,,,,
NCR13414,Invenergy Services-White Tail,RF,,,,,GOP-1,,,,,,,,,,,,
NCR00803,ITC Transmission,RF,,,,,,,,,,,TO,TOP,TP,,,,
NCR12237,"Jackson Generation, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13347,"Jones Farm Lane Solar, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13074,JP Remote Operations Center II LLC,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12210,Kearney Generating Station,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11712,"Kelly Creek Wind, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR11968,"KeyCon Operating, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12211,Keys Energy Center,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11475,"KMC Thermo, LLC (aka ""Brandywine Power Facility"")",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11836,Lackawanna Energy Center LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00168,"Lakewood Cogeneration, LP",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13245,"Laurel Hill Wind Energy, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR13113,Lawrenceburg Power LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11788,"Lee County Generating Station, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11724,Lightstone Generation LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10208,"Lincoln Generating Facility, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12213,Linden Combined Cycle,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12212,Linden Peaking Generating Station,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12054,"Lone Tree Wind, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11208,Longview Power LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12499,LRE Operations Control Center,RF,,,,,,GOP-2,,,,,,,,,,,
NCR11107,"LSP University Park, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10133,"Luminant Energy Company, LLC",RF,,,,,GOP-1,,,,,,,,,,,,
NCR13307,"Lyons Solar, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR12417,"Madison Fields Solar Project, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR12506,"Mammoth North, LLC",RF,,,GO-1,,,,,,,,TO,,,,,,
NCR13483,"Marion County Solar Project, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR12531,"Martin County Solar Project, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR13519,MD Solar 2 LLC,RF,,,,GO-2,,,,,,,,,,,,,
NCR12327,Meadow Lake Solar Park LLC,RF,,,GO-1,,,,,,,,,,,,,,
NCR11311,Mehoopany Wind Energy LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11909,"Mendota Hills, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00820,METC,RF,,,,,,,,,,,TO,TOP,TP,,,,
NCR08023,Michigan Electric Coordinated Systems,RF,BA,,,,,,,,,,,,,,,,
NCR00822,Michigan Public Power Agency,RF,,DP,,,,,,,RP,,,,,,,,
NCR00826,"Midcontinent Independent System Operator, Inc.",RF,BA,,,,,,PCPA,RC,RP,,,,TP,TSP,,,
NCR10282,"Midland Cogeneration Venture, Limited Partnership",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11990,"Miller Bros. Solar, LLC",RF,,,,,GOP-1,,,,,,,,,,,,
NCR03044,MISO-MBHydro Contingency Reserve Sharing Group,RF,,,,,,,,,,RSG,,,,,,,
NCR13107,MN8 Solutions,RF,,,,,,GOP-2,,,,,,,,,,,
NCR11842,"Montpelier Generating Station, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13459,"Montpelier Solar, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR10283,"Morris Cogeneration, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13421,"MPH Elwood, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00836,Municipal Light and Power - City of Anderson,RF,,DP,,,,,,,,,,,,,,,
NCR00839,NAES Corporation - Big Sandy,RF,,,,,GOP-1,,,,,,,,,,,,
NCR11911,NAES Corporation - Birdsboro Power,RF,,,,,GOP-1,,,,,,,,,,,,
NCR10234,NAES Corporation - Chesapeake,RF,,,,,GOP-1,,,,,,,,,,,,
NCR11562,NAES Corporation - East Coast Power Linden Holdings,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11970,NAES Corporation - Hickory Run,RF,,,,,GOP-1,,,,,,,,,,,,
NCR13075,NAES Corporation - Indeck Niles,RF,,,,,GOP-1,,,,,,,,,,,,
NCR11017,NAES Corporation - Lawrence,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12168,NAES Corporation - Long Ridge Energy Generation,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11767,NAES Corporation - Red Oak,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11728,NAES Corporation - Wabash River Highland,RF,,,,,GOP-1,,,,,,,,,,,,
NCR00849,NAES Corporation - Wolf Hills,RF,,,,,GOP-1,,,,,,,,,,,,
NCR11018,NAES Corporation - Worthington,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12400,NAES Corporation Heritage Brunot Island,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12401,NAES Corporation Heritage Gilbert,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12402,NAES Corporation Heritage Hunterstown,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12404,NAES Corporation Heritage Mountain,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12403,NAES Corporation Heritage New Castle,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12385,NAES Corporation Heritage Portland,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12386,NAES Corporation Heritage Sayreville,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12387,NAES Corporation Heritage Shawville,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12405,NAES Corporation Heritage Single Units,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12388,NAES Corporation Heritage Titus,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12389,NAES Corporation Heritage Tolna,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12134,NAES Corporation-Hill Top Energy,RF,,,,,GOP-1,,,,,,,,,,,,
NCR11527,NAES Corporation-Newark Energy Center,RF,,,,,GOP-1,,,,,,,,,,,,
NCR00130,"Neptune Regional Transmission System, LLC",RF,,,,,,,,,,,TO,,,,,,
NCR13274,Nestlewood Solar I LLC,RF,,,,GO-2,,,,,,,,,,,,,
NCR10295,"New Covert Generating Company, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11526,"Newark Energy Center, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR10019,"NextEra Energy Resources, LLC",RF,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR12045,"NextEra Energy Transmission MidAtlantic Indiana, Inc.",RF,,,,,,,,,,,TO,,,,,,
NCR12040,"North Allegheny Wind, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR00852,"Northampton Generating Company, LP",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11553,Northeastern Rural Electric Membership Cooperative,RF,,DP,,,,,,,,,,,,,,,
NCR02611,Northern Indiana Public Service Company LLC,RF,BA,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR13477,"Northumberland Solar I, LLC",RF,,,,GO-2,,,,,,,,,,,,,
NCR11879,"Northwest Ohio Wind, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12096,NovaSource Power Services,RF,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR11715,NRG East,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11843,"O.H. Hutchings CT, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11831,"Ohio Power Partners,  LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00857,Ohio Valley Electric Corporation,RF,,,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR00859,Old Dominion Electric Cooperative,RF,,DP,GO-1,,GOP-1,,,,,,,,,,,,
NCR12496,"Omnis Pleasants, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12161,"Origis Services, LLC",RF,,,,,GOP-1,,,,,,,,,,,,
NCR11808,Pattern Operators LP,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR08026,PECO Energy Company,RF,,DP,,,,,,,,,TO,,,,,,
NCR11569,"Pilot Hill Wind, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR11861,"Pioneer Transmission, LLC",RF,,,,,,,,,,,TO,,,,,,
NCR00879,"PJM Interconnection, LLC",RF,BA,,,,,,PCPA,RC,RP,,,TOP,TP,TSP,,,
NCR00881,Potomac Electric Power Company,RF,,DP,,,,,,,,,TO,,,,,,
NCR00884,PPL Electric Utilities Corporation,RF,,DP,,,,,,,,,TO,,,,,,
NCR00895,PSEG Nuclear LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00896,Public Service Electric & Gas Company,RF,,DP,,,,,,,,,TO,,,,,,
NCR12507,"QE Solar, LLC",RF,,,,,,GOP-2,,,,,,,,,,,
NCR13150,Ratts 1 Solar LLC,RF,,,GO-1,,,,,,,,,,,,,,
NCR11308,Raven FS Property Holdings LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12223,Recurrent Energy Power Services (USA) LLC,RF,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR12027,"Republic Transmission, LLC",RF,,,,,,,,,,,TO,,TP,,,,
NCR00743,Reworld Waste Delaware Valley Limited Partnership,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13111,Richfield Solar Energy LLC,RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12437,"Richland Stryker Generation, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00909,Richmond Power and Light,RF,,DP,,,,,,,,,,,,,,,
NCR13387,"Ringer Hill Wind, LLC",RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12532,"River Fork Solar, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR03012,"Riverside Generating Company, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11660,"Rockford Generation, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00863,Rockland Electric Company,RF,,DP,,,,,,,,,TO,,,,,,
NCR00420,"Rolling Hills Generating, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13131,"Ross County Solar, LLC",RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR13308,"Roth Rock Wind Energy, LLC",RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12482,"RWE Americas, LLC",RF,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR13518,"RWE Clean DCE Operations, LLC",RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR00911,Safe Harbor Water Power Corporation,RF,,,GO-1,,,,,,,,,,,,,,
NCR13094,Salt City Solar LLC,RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR00912,"Scrubgrass Reclamation Company, L.P.",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11446,"Seneca Generation, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11615,"Seward Generation, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12208,Sewaren Generating Station,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12240,Shell Chemicals Appalachia LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12264,"Siemens Energy, Inc. - STJ",RF,,,,,GOP-1,,,,,,,,,,,,
NCR13334,"Siemens Energy, Inc-TEC",RF,,,,,GOP-1,,,,,,,,,,,,
NCR12020,"Silver Run Electric, LLC",RF,,,,,,,,,,,TO,,,,,,
