NCR ID,Entity Name,Regional Compliance Enforcement Authority,BA,DP,GO Category 1,GO Category 2,GOP Category 1,GOP Category 2,PCPA,RC,RP,RSG,TO,TOP,TP,TSP,DPUF,FRSG,RRSG
NCR13281,AWAM - Bowman Wind,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR12300,AWAM - Great Pathfinder Wind,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR13336,"Badger Wind, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11548,"Balko Wind, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR00102,Basin Electric Power Cooperative,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,,TP,,,,
NCR12170,BayWa r.e. Operation Services LLC,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR13468,BEAM US LLC,MRO,,,,,,GOP-2,,,,,,,,,,,
NCR12551,Bekevar Wind LP,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13276,Bethel Wind Energy LLC,MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12018,"BHER Market Operations, LLC",MRO,,,,,GOP-1,,,,,,,,,,,,
NCR13470,"Big Blue WInd Farm, LLC",MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR13187,"Black Oak Wind, LLC",MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11886,"Blue Cloud Wind Energy, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12277,Blue Hill Wind Energy,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01061,Board Of Public Utilities (Kansas City KS),MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR10319,"Board Of Public Utilities, City Of McPherson, Kansas",MRO,,DP,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR13341,Boot Hill Solar LLC,MRO,,,GO-1,,,,,,,,,,,,,,
NCR01062,Borger Energy Associates LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13280,"Bowman Wind, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11563,"Buckeye Wind Energy, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11354,"Canadian Hills Wind, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR05059,Caprock Wind LLC,MRO,,,GO-1,,,,,,,,,,,,,,
NCR13265,Carroll Area Wind Farm LLC,MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR00969,Cedar Falls Utilities,MRO,,DP,,,,,,,RP,,TO,,TP,,,,
NCR10104,Cedarburg Light & Water Utility,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR00970,Central Iowa Power Cooperative,MRO,,DP,,,,,,,RP,,TO,,TP,TSP,,,
NCR11163,"Central Nebraska Public Power and Irrigation District, The",MRO,,,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR11734,"Central Power Electric Cooperative, Inc.",MRO,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR12165,Cherry-Todd Electric Cooperative,MRO,,,,,,,,,,,TO,,,,,,
NCR10316,"CHI Power, Inc.",MRO,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR11240,"Cimarron Windpower II, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR13531,"Cirrus Wind 1, LLC",MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR00972,City Of Ames Electric Services,MRO,,DP,,,,,,,,,TO,,TP,,,,
NCR00982,City of Escanaba,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR00974,"City Of Grand Island, NE",MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,,TP,,,,
NCR10227,City Of Ottawa,MRO,,,,,,,,,,,TO,,,,,,
NCR11771,City of Saskatoon,MRO,,DP,,,,,,,,,,,,,,,
NCR01081,"City Utilities Of Springfield, MO",MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR11785,Clearlight Energy (America) LLC,MRO,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR11926,Clearway Renewable Operation & Maintenance LLC,MRO,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR11151,Coffeyville Municipal Light & Power,MRO,,DP,,,,,,,,,TO,,,,,,
NCR13080,Connexus Energy,MRO,,DP,,,,,,,,,,,,,,,
NCR10122,"Constellation Energy Generation, LLC - Midwest Region",MRO,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR00977,Corn Belt Power Cooperative,MRO,,DP,,,,,,,RP,,TO,TOP,TP,,,,
NCR12074,"Coyote Ridge Wind, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11810,"CP Bloom Wind, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11081,"CPV Keenan II Renewable Energy Company, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11964,"Crocker Wind Farm, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13395,Crosswind Holdco LLC,MRO,,,,GO-2,,,,,,,,,,,,,
NCR00979,Dairyland Power Cooperative,MRO,BA,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR12181,Dairyland Power Cooperative - RockGen,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12105,"Dakota Range III, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13469,"Danielson Wind Farms, L.L.C.",MRO,,,,GO-2,,,,,,,,,,,,,
NCR11179,"Dempsey Ridge Wind Farm, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12524,"Deriva Energy Solar Holdings, LLC",MRO,,,,,GOP-1,,,,,,,,,,,,
NCR00980,Detroit Lakes Public Utilities,MRO,,DP,,,,,,,,,,,,,,,
NCR12091,"Deuel Harvest Wind Energy, LLC",MRO,,,,,GOP-1,,,,,,,,,,,,
NCR11250,"Dogwood Power Management, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR13057,DS Cornerstone LLC,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR11992,"East Fork Wind Project, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11733,"East River Electric Power Cooperative, Inc",MRO,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR01227,East Texas Electric Cooperative Inc.,MRO,,DP,,,,,,,RP,,TO,,TP,,,,
NCR01092,Eastman Cogeneration Limited Partnership,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11441,EDF Renewable Service,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR11662,EDP Renewables North America LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13275,Elk Wind Energy LLC,MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR00658,"Evergy, Inc.",MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR11158,"Fenton Power Partners 1, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR13338,"Fillmore County Solar Project, LLC",MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11314,Flat Ridge 2 Wind Energy LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12356,Flat Ridge 3 Wind Energy LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10312,"Flat Ridge Wind Energy, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13235,Flat Water Wind Farm LLC,MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12088,"Frontier Windpower II, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11692,"Frontier Windpower, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11972,"Glacier's Edge Wind Project, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11444,Glencoe Light and Power Commission,MRO,,,,,,,,,,,TO,,TP,,,,
NCR12217,Golden South Wind LP,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10020,"Golden Spread Electric Cooperative, Inc.",MRO,,,GO-1,,,,,,RP,,,,,,,,
NCR11153,"Golden Spread Panhandle Wind Ranch, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR13177,Goodwell Wind Project LLC,MRO,,,GO-1,,,,,,,,,,,,,,
NCR12122,Grand Electric Cooperative,MRO,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR01101,Grand River Dam Authority,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR11682,"Grande Prairie Wind, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12301,"Great Pathfinder Wind, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR00992,Great River Energy,MRO,BA,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR11687,"Great Western Wind Energy, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11783,"GridLiance Holdco, LLC",MRO,,,,,,,,,,,TO,,TP,,,,
NCR10105,Hartford Electric,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR00993,Hastings Utilities,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,,TP,,,,
NCR12201,"Haystack Wind Project, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR00997,Hutchinson Utilities Commission,MRO,,DP,,,,,,,RP,,TO,,,,,,
NCR01072,"Independence Power & Light (Independence,Missouri)",MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR13375,"Independence Wind Farm, LLC",MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR10244,"Invenergy Cannon Falls, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11718,Invenergy Services LLC,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR12280,Invenergy Services-Balko,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR12075,Invenergy Services-Coyote Ridge,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR12550,Invenergy Services-Diversion,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR13069,Invenergy Services-Pixley,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR12076,Invenergy Services-Tatanka,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR12203,Invenergy Services-Traverse,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR12191,"Iron Star Wind Project, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11257,"Ironwood Windpower, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR10400,"ITC Great Plains, LLC",MRO,,,,,,,,,,,TO,TOP,TP,,,,
NCR10192,ITC Midwest,MRO,,,,,,,,,,,TO,TOP,TP,,,,
NCR12180,Jayhawk Wind LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10106,Jefferson Utilities,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR13436,"Johnson Corner Solar I, LLC",MRO,,,,GO-2,,,,,,,,,,,,,
NCR01109,"Kansas Electric Power Cooperative, Inc.",MRO,,,,,,,,,RP,,,,,,,,
NCR10107,Kaukauna Utilities,MRO,,DP,,,,,,,,,,,,,,,
NCR12049,"King Plains Wind Project, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11617,"Kingfisher Wind, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12525,"Kiowa County Solar Project, LLC",MRO,,,GO-1,,,,,,,,TO,,,,,,
NCR01113,"Kiowa Power Partners, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12330,L&O Power Cooperative,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR11180,"Lakefield Wind Project, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12099,"Lakota Ridge, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR06047,"Lea County Electric Cooperative, Inc.",MRO,,DP,,,,,,,,,TO,,,,,,
NCR10301,"Lea Power Partners, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12290,"Ledyard Windpower, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR01001,Lincoln Electric System,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR13178,Lindahl Wind Project LLC,MRO,,,GO-1,,,,,,,,,,,,,,
NCR13339,"Louise Solar Project, LLC",MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12499,LRE Operations Control Center,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR10022,"LSP-Cottage Grove, LP",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00818,Madison Gas And Electric Company,MRO,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,,,,,,,
NCR01003,Manitoba Hydro,MRO,BA,DP,GO-1,,GOP-1,,PCPA,,RP,,TO,TOP,TP,TSP,,,
NCR13033,MARA Holdings US,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01006,Marshall Municipal Utilities,MRO,,,,,,,,,,,TO,,,,,,
NCR13396,"Marshall Wind Energy, LLC",MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR01007,Marshfield Utilities,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11739,McKenzie Electric Cooperative,MRO,,DP,,,,,,,,,TO,,,,,,
NCR11893,Meadowlark Wind I LLC (New Frontier),MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11984,"MEC Holdings, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10108,Menasha Utilities,MRO,,DP,,,,,,,,,,,,,,,
NCR11772,Meridian Limited Partnership,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00824,MidAmerican Energy Company,MRO,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,TO,TOP,TP,,,,
NCR00826,"Midcontinent Independent System Operator, Inc.",MRO,BA,,,,,,PCPA,RC,RP,,,,TP,TSP,,,
NCR01118,"Midwest Energy, Inc.",MRO,,DP,,,,,,,,,TO,TOP,TP,,,,
NCR11990,"Miller Bros. Solar, LLC",MRO,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR12279,"Milligan Wind Farm, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR13137,"Milo Wind Project, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01012,Minnesota Municipal Power Agency,MRO,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR00674,"Minnesota Power (Allete, Inc.)",MRO,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,TO,TOP,TP,,,,
NCR01013,"Minnkota Power Cooperative, Inc.",MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,TSP,,,
NCR03044,MISO-MBHydro Contingency Reserve Sharing Group,MRO,,,,,,,,,,RSG,,,,,,,
NCR01014,Missouri Basin Municipal Power Agency (MRES),MRO,,,GO-1,,GOP-1,,,,RP,,TO,,TP,,,,
NCR01015,Montana-Dakota Utilities Company,MRO,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,TO,TOP,TP,,,,
NCR01016,Moorhead Public Service,MRO,,DP,,,,,,,,,TO,,,,,,
NCR11740,Mountrail-Williams Electric Cooperative,MRO,,DP,,,,,,,,,TO,,,,,,
NCR00303,Municipal Energy Agency Of Nebraska,MRO,,,,,,,,,RP,,,,,,,,
NCR00967,"Muscatine Power & Water (Board Of Water, Electric & Communications)",MRO,BA,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR06054,NAES Corporation - Dogwood,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR11236,NAES Corporation - Goodman Energy Center,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01018,Nebraska Public Power District,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR10019,"NextEra Energy Resources, LLC",MRO,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR12556,"NextEra Energy Transmission Southwest, LLC",MRO,,,,,,,,,,,TO,,TP,,,,
NCR12235,"Nexus Line, LLC",MRO,,,,,,,,,,,TO,,,,,,
NCR12059,Nobles 2 Energy Center,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11721,North Battleford Power L.P.,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12428,"North Bend Wind Project, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12464,"North Fork Solar Project, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11684,"North Star Solar PV, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11607,Northeast Texas Electric Cooperative - HCPP,MRO,,,GO-1,,,,,,,,,,,,,,
NCR01124,"Northeast Texas Electric Cooperative, Inc",MRO,,DP,,,,,,,RP,,,,,,,,
NCR01020,Northern States Power (Xcel Energy),MRO,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,TO,TOP,TP,,,,
NCR11741,Northwest Iowa Power Cooperative,MRO,,DP,,,,,,,,,TO,,,,,,
NCR01021,NorthWestern Energy Public Service,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,,TP,,,,
NCR11642,NRG Energy Services - Golden Spread,MRO,,,GO-1,,,,,,,,,,,,,,
NCR12371,NRG Energy Services LLC - HCPP,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR11730,NRG Energy Services-Panhandle Wind Ranch (GOP),MRO,,,GO-1,,,,,,,,,,,,,,
NCR10110,Oconomowoc Utilities,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR01130,Oklahoma Gas And Electric Co.,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR04108,Oklahoma Municipal Power Authority,MRO,,DP,GO-1,,GOP-1,,,,RP,,,,,,,,
NCR00860,Omaha Public Power District,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR11485,"Oneta Power, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12355,Onward Energy ROC LLC,MRO,,,,,GOP-1,,,,,,,,,,,,
NCR13179,Origin Wind Energy LLC,MRO,,,GO-1,,,,,,,,,,,,,,
NCR13337,"Orsted Wind Power North America, LLC",MRO,,,,,GOP-1,,,,,,,,,,,,
NCR01023,Otter Tail Power Company,MRO,BA,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,TO,TOP,TP,,,,
NCR13471,"Palmer's Creek Wind Farm, LLC",MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR01135,Paragould Light & Water Commission,MRO,,DP,,,,,,,,,,,,,,,
NCR11808,Pattern Operators LP,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13491,Pleasant Hill Wind Energy LLC,MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12030,"Plum Creek Wind, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10111,Plymouth Utilities,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR11953,Prairie Breeze Wind Energy II LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11954,Prairie Breeze Wind Energy III LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11460,Prairie Breeze Wind Energy LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13180,"Prairie Rose Wind, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR13480,Prescott Wind Energy LLC,MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR13095,"Primoris Renewable Energy, Inc",MRO,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR12234,"Rainbow Energy Center, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12223,Recurrent Energy Power Services (USA) LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10304,"Red Hills Wind Project, L.L.C.",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11823,"Red Pine Wind Project, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR10112,Reedsburg Utility Commission,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR13536,"Ridgewind Power Partners, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13277,Rippey Wind Energy LLC,MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR10113,River Falls Municipal Utilities,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR12501,"RNWBL, LLC",MRO,,,,,GOP-1,,,,,,,,,,,,
NCR01027,Rochester Public Utilities,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,TSP,,,
NCR13181,"Rocking R Solar, LLC",MRO,,,,GO-2,,,,,,,,,,,,,
NCR13176,Rocky Ridge Wind Project LLC,MRO,,,GO-1,,,,,,,,,,,,,,
NCR13084,Roosevelt Wind Project LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12153,Rosebud Electric Cooperative,MRO,,,,,,,,,,,TO,,,,,,
NCR11743,"Roughrider Electric Cooperative, Inc",MRO,,DP,,,,,,,,,TO,,,,,,
NCR12482,"RWE Americas, LLC",MRO,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR01029,Saskatchewan Power Corporation,MRO,BA,DP,GO-1,,GOP-1,,PCPA,RC,RP,,TO,TOP,TP,TSP,,,
NCR12100,"Shaokatan Hills, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11742,"Sheridan Electric Cooperative, Inc.",MRO,,,,,,,,,,,TO,,,,,,
NCR11586,"Slate Creek Wind, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11919,"Solomon Forks Wind Project, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11685,"SOLV Energy, LLC",MRO,,,,,GOP-1,,,,,,,,,,,,
NCR01030,Southern Minnesota Municipal Power Agency,MRO,BA,,,,,,,,RP,,TO,,TP,,,,
NCR11695,Southern Power Company,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01143,"Southwest Power Pool, Inc.",MRO,BA,,,,,,PCPA,RC,,RSG,,,,TSP,,,
NCR01144,Southwestern Power Administration,MRO,BA,,,,,,,,RP,,TO,TOP,TP,,,,
NCR01145,Southwestern Public Service Co. (Xcel Energy),MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR11322,"Spearville 3, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11323,"Spinning Spur Wind, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR11722,Spy Hill Power L.P.,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11270,St. Joseph Windfarm Inc.,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11269,St. Leon Wind Energy LP,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11901,"Stoneray Power Partners, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR01148,Sunflower Electric Power Corporation,MRO,,DP,GO-1,GO-2,GOP-1,GOP-2,,,RP,,TO,TOP,TP,,,,
NCR12352,"Sunflower Energy Center, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11702,"Sunflower Wind Project, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR12381,"Sweetland Wind Farm, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13022,"Symphony Breeze, LLC",MRO,,,,,GOP-1,,,,,,,,,,,,
NCR13394,Takkion Operating LLC,MRO,,,,,,GOP-2,,,,,,,,,,,
NCR12077,"Tatanka Ridge Wind, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR10245,"Tatanka Wind Power, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00633,Tenaska Gateway Partners Ltd,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01155,The Empire District Electric Company,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR12289,"Thunderhead Wind Energy, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12308,Top of Iowa Wind LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13234,"TPW Petersburg, LLC",MRO,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR12419,TransAlta Holdings U.S. Inc.,MRO,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR13238,Transource Midwest,MRO,,,,,,,,,,,TO,,,,,,
NCR11539,"Transource Missouri, LLC",MRO,,,,,,,,,,,TO,,,,,,
NCR12048,"Triple H Wind Project, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10102,Tri-State Generation And Transmission Association Inc. - Transmission,MRO,,,,,,,,,,,TO,TOP,TP,TSP,,,
NCR11738,Upper Missouri Power Cooperative,MRO,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR01033,Upper Peninsula Power Company,MRO,BA,DP,,,,,,,RP,,,,,,,,
NCR11880,"Upstream Wind Energy, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01357,USACE - Kansas City District,MRO,,,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR06037,USACE - Little Rock District,MRO,,,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR00978,USACE - Omaha District,MRO,,,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR06038,USACE - Tulsa District,MRO,,,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR12094,Wapello Solar LLC,MRO,,,GO-1,,,,,,,,,,,,,,
NCR11159,"Wapsipinicon Wind Project, LLC",MRO,,,GO-1,,,,,,,,,,,,,,
NCR12154,West River Electric Association,MRO,,,,,,,,,,,TO,,,,,,
NCR05464,Western Area Power Administration - Rocky Mountain Region,MRO,,,,,,,,,,,TO,TOP,TP,,,,
NCR01036,Western Area Power Administration - Upper Great Plains East,MRO,,,,,,,,,RP,,TO,TOP,TP,,,,
NCR01160,Western Farmers Electric Cooperative,MRO,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR12474,"Wild Springs Solar, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01038,Willmar Municipal Utilities,MRO,,,,,,,,,,,TO,,,,,,
NCR12037,Willow Creek Wind Power LLC,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00951,Wisconsin Electric Power Company,MRO,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR00952,Wisconsin Public Service Corporation,MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR01042,Wisconsin Rapids Water Works & Lighting Commission,MRO,,,,,,,,,,,,,,,DP-UFLS,,
NCR01040,WPPI Energy,MRO,,,,,,,,,RP,,,,,,,,
NCR13535,"Zephyr Wind, LLC",MRO,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12082,"ACT Power Services, LLC",NPCC,,,,,,GOP-2,,,,,,,,,,,
NCR11679,AES US Renewables,NPCC,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR11791,Alcoa Power Generating Inc. -Long Sault Division,NPCC,,,,,,,,,,,TO,TOP,,,,,
NCR11387,Allegany Generating Station LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07076,AP (Curtis Palmer) LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12232,"Arthur Kill Power, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11112,Astoria Energy II LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
